userid,age,occupation,gender
415887,33,self-employed,M
281902,31,college/grad student,M
345870,34,college/grad student,M
14882,33,homemaker,F
260211,18,homemaker,M
401660,28,sales/marketing,M
358005,32,artist,M
215104,28,academic/educator,M
285312,34,scientist,M
228936,41,executive/managerial,M
217763,34,scientist,M
265450,25,self-employed,M
128114,18,K-12 student,M
112160,26,scientist,M
342795,27,college/grad student,F
344070,34,college/grad student,M
256822,28,customer service,M
170916,32,college/grad student,M
238247,33,clerical/admin,M
14095,25,executive/managerial,M
357104,33,other or not specified,M
296327,31,other or not specified,M
40656,31,academic/educator,F
45523,31,college/grad student,M
106618,23,other or not specified,M
6286,27,academic/educator,M
167120,32,tradesman/craftsman,M
16523,25,homemaker,M
169023,32,artist,M
63292,26,sales/marketing,M
49007,28,executive/managerial,M
160117,26,executive/managerial,M
424788,28,sales/marketing,M
201823,31,executive/managerial,M
267458,34,college/grad student,M
403735,30,self-employed,F
188462,34,sales/marketing,M
316469,27,scientist,M
346613,40,sales/marketing,M
294953,28,programmer,M
443762,31,college/grad student,M
360502,32,executive/managerial,M
98829,30,executive/managerial,M
105100,26,self-employed,M
316955,18,homemaker,M
154763,33,college/grad student,M
119249,26,college/grad student,M
242604,26,artist,F
181297,31,other or not specified,M
323247,31,executive/managerial,M
57391,25,executive/managerial,M
158768,32,executive/managerial,M
49520,29,executive/managerial,M
323100,32,sales/marketing,M
352716,28,executive/managerial,M
53992,29,scientist,F
277445,37,academic/educator,F
239179,30,executive/managerial,M
125441,25,executive/managerial,M
144164,33,college/grad student,M
398716,26,executive/managerial,F
237406,32,executive/managerial,M
207227,31,college/grad student,F
113869,39,sales/marketing,F
215312,25,scientist,M
233119,28,college/grad student,F
148793,32,executive/managerial,M
138923,28,college/grad student,F
326430,25,executive/managerial,M
69045,28,self-employed,F
357801,36,college/grad student,M
408120,27,college/grad student,M
379229,32,technician/engineer,M
225961,30,executive/managerial,M
70892,28,self-employed,M
135105,32,artist,M
171565,33,sales/marketing,F
444363,29,college/grad student,M
33481,32,executive/managerial,M
387132,33,self-employed,M
259618,28,clerical/admin,M
30467,27,college/grad student,M
340654,29,sales/marketing,M
306303,31,college/grad student,F
249595,25,homemaker,M
382942,40,writer,M
99131,38,executive/managerial,F
356277,26,K-12 student,F
423869,19,college/grad student,F
310965,31,executive/managerial,M
246759,32,programmer,M
233861,27,executive/managerial,M
448994,26,executive/managerial,M
324406,18,K-12 student,M
53312,31,college/grad student,M
120877,33,sales/marketing,M
432646,32,sales/marketing,F
126161,29,scientist,M
231725,32,sales/marketing,M
163856,34,executive/managerial,M
399536,18,self-employed,M
353382,27,scientist,M
360613,36,clerical/admin,M
58808,29,scientist,M
223410,31,executive/managerial,M
67359,25,academic/educator,F
410161,29,executive/managerial,M
445183,34,other or not specified,M
393279,28,executive/managerial,M
377559,25,artist,M
238019,34,executive/managerial,F
109551,34,self-employed,F
117622,32,college/grad student,M
156052,27,self-employed,M
333857,32,scientist,M
143470,11,college/grad student,M
18757,31,other or not specified,F
277683,33,executive/managerial,M
308672,32,other or not specified,M
100318,54,academic/educator,F
322107,74,academic/educator,M
423278,27,college/grad student,M
264396,34,college/grad student,M
242618,29,college/grad student,M
165968,26,sales/marketing,M
134629,58,retired,M
231965,22,sales/marketing,M
114801,32,programmer,M
163058,34,executive/managerial,M
172789,29,executive/managerial,M
96149,29,sales/marketing,F
63253,31,college/grad student,M
238369,34,college/grad student,M
52706,40,other or not specified,M
328147,23,sales/marketing,M
231281,34,academic/educator,M
124844,28,academic/educator,M
57327,27,college/grad student,M
228560,32,scientist,M
311825,28,other or not specified,M
176766,28,college/grad student,M
212880,33,executive/managerial,M
352133,32,college/grad student,M
233847,30,unemployed,M
204425,30,college/grad student,M
291105,25,academic/educator,F
347951,37,sales/marketing,F
28118,31,K-12 student,M
442497,31,other or not specified,F
33206,30,sales/marketing,M
268739,32,academic/educator,M
198106,33,college/grad student,M
287938,28,sales/marketing,M
295761,21,K-12 student,F
421255,19,sales/marketing,M
235979,26,academic/educator,F
340169,31,self-employed,M
290655,29,sales/marketing,M
170034,26,college/grad student,M
342045,34,college/grad student,M
365451,32,college/grad student,M
213419,27,artist,M
87773,32,college/grad student,F
105261,33,college/grad student,M
320234,34,executive/managerial,M
148492,27,scientist,M
417757,29,self-employed,M
149280,34,self-employed,M
414342,28,college/grad student,F
276371,26,other or not specified,M
3170,26,scientist,M
325392,9,K-12 student,F
79352,72,executive/managerial,M
396569,32,college/grad student,M
84846,21,K-12 student,F
257967,19,K-12 student,M
231513,27,homemaker,M
97979,27,executive/managerial,M
113173,25,clerical/admin,M
231391,32,other or not specified,M
366116,32,executive/managerial,M
297431,30,college/grad student,M
65962,28,self-employed,M
115802,20,sales/marketing,M
290696,81,executive/managerial,F
87464,21,sales/marketing,M
125709,33,doctor/health care,F
258914,24,scientist,M
316160,30,self-employed,F
78495,28,K-12 student,M
438830,25,self-employed,M
137187,28,executive/managerial,M
208222,27,scientist,M
330953,28,executive/managerial,M
305171,33,other or not specified,M
190512,29,sales/marketing,F
241415,30,artist,M
170022,32,sales/marketing,F
56739,88,retired,F
120166,30,scientist,M
231435,41,sales/marketing,M
432489,26,executive/managerial,M
21773,33,executive/managerial,M
25601,29,sales/marketing,M
338580,32,sales/marketing,M
21735,33,other or not specified,M
32294,32,self-employed,M
129636,32,college/grad student,M
428118,29,other or not specified,F
355572,29,doctor/health care,M
176593,28,sales/marketing,M
440984,34,executive/managerial,M
28281,31,executive/managerial,M
130608,25,customer service,M
269647,31,college/grad student,F
122276,30,college/grad student,M
355060,30,college/grad student,M
29382,34,executive/managerial,M
331344,21,artist,F
223389,31,sales/marketing,M
359058,29,sales/marketing,M
326669,25,self-employed,M
80311,25,scientist,M
397301,25,executive/managerial,M
162831,29,executive/managerial,M
242015,50,executive/managerial,M
103695,28,scientist,M
199110,33,college/grad student,F
105513,38,executive/managerial,M
398084,31,college/grad student,M
142085,31,college/grad student,F
232412,24,artist,M
72581,30,college/grad student,M
389916,29,sales/marketing,M
321155,31,artist,F
238221,28,college/grad student,M
120562,73,retired,F
358334,31,executive/managerial,M
45074,33,college/grad student,M
63205,29,college/grad student,M
2920,43,executive/managerial,F
2177,29,other or not specified,F
86666,24,K-12 student,M
187899,33,executive/managerial,M
11872,31,executive/managerial,F
76528,25,college/grad student,F
12303,33,college/grad student,M
375643,36,clerical/admin,M
178564,30,scientist,F
317824,30,executive/managerial,M
200124,32,retired,F
259663,31,college/grad student,M
248481,27,artist,M
241102,33,scientist,M
182470,30,college/grad student,M
250252,31,retired,M
448993,26,executive/managerial,M
120545,33,college/grad student,M
25806,27,college/grad student,M
372896,30,college/grad student,M
33890,30,scientist,M
280711,25,doctor/health care,M
22339,27,sales/marketing,M
235693,33,other or not specified,M
127430,40,executive/managerial,M
237729,29,college/grad student,M
182340,16,sales/marketing,M
57601,34,college/grad student,M
195395,25,scientist,M
26384,29,scientist,M
80045,29,other or not specified,F
175310,86,executive/managerial,F
131395,34,clerical/admin,M
581,32,scientist,M
178407,62,retired,M
277990,26,college/grad student,M
290644,27,college/grad student,M
329194,30,scientist,M
328531,28,executive/managerial,M
552,28,executive/managerial,M
282395,36,other or not specified,F
176135,29,academic/educator,F
122564,26,self-employed,M
438797,29,homemaker,F
94708,31,self-employed,M
122954,26,programmer,M
256918,33,programmer,M
108212,76,executive/managerial,M
3483,26,scientist,M
399744,21,scientist,M
331735,29,lawyer,M
365171,32,executive/managerial,M
365740,26,college/grad student,M
260306,21,K-12 student,M
396202,29,sales/marketing,M
378768,29,other or not specified,M
282936,33,college/grad student,M
213305,29,sales/marketing,M
393228,74,retired,F
7456,30,college/grad student,M
76550,30,college/grad student,M
9026,27,self-employed,M
105883,34,college/grad student,M
429341,30,scientist,F
435424,31,self-employed,M
117442,25,executive/managerial,M
10761,26,artist,M
355551,34,academic/educator,F
204367,29,homemaker,M
74823,34,executive/managerial,M
381683,29,scientist,M
130357,27,executive/managerial,M
75641,26,scientist,M
17399,33,scientist,M
387451,25,artist,M
202902,18,K-12 student,M
130426,28,clerical/admin,M
194937,25,scientist,M
64035,32,college/grad student,M
149063,26,executive/managerial,M
194022,30,college/grad student,F
247653,30,self-employed,M
255947,33,college/grad student,M
196630,28,college/grad student,M
77167,26,executive/managerial,M
321121,30,self-employed,M
129808,29,tradesman/craftsman,M
390003,30,college/grad student,M
308506,33,self-employed,M
38075,15,K-12 student,M
42679,29,sales/marketing,M
208957,40,scientist,M
318762,34,other or not specified,M
429801,33,lawyer,M
293580,30,college/grad student,M
125816,28,technician/engineer,M
15208,28,sales/marketing,M
270366,34,other or not specified,M
194041,29,self-employed,F
209408,25,college/grad student,F
365195,29,college/grad student,M
131006,33,executive/managerial,M
70315,28,college/grad student,M
20718,34,college/grad student,M
196774,26,executive/managerial,M
171024,27,college/grad student,M
325350,31,artist,M
159500,27,self-employed,M
62267,25,college/grad student,M
78299,25,executive/managerial,M
8075,28,college/grad student,M
1213,28,scientist,M
26796,32,executive/managerial,M
201111,30,executive/managerial,M
344919,32,artist,M
86349,34,self-employed,M
338035,18,self-employed,M
367104,26,executive/managerial,M
114587,33,executive/managerial,M
251924,25,sales/marketing,M
129535,31,college/grad student,M
123122,28,scientist,M
85338,26,college/grad student,M
71641,27,sales/marketing,M
45379,26,sales/marketing,F
177066,27,other or not specified,M
188705,28,sales/marketing,M
279722,27,self-employed,F
413164,34,college/grad student,M
26745,69,executive/managerial,F
229481,28,writer,M
111767,28,executive/managerial,M
290802,28,executive/managerial,M
200293,28,executive/managerial,M
363942,51,clerical/admin,M
90280,31,college/grad student,M
84035,30,executive/managerial,M
87905,38,executive/managerial,M
39461,33,sales/marketing,M
193314,25,self-employed,F
359102,21,K-12 student,M
101691,22,sales/marketing,F
108647,29,college/grad student,M
26739,20,sales/marketing,M
203870,26,sales/marketing,M
266372,25,college/grad student,M
108907,32,other or not specified,M
61316,23,scientist,M
391903,31,academic/educator,F
211272,34,college/grad student,F
116350,33,executive/managerial,M
380307,23,sales/marketing,M
187030,34,college/grad student,M
371036,13,K-12 student,F
121230,27,college/grad student,M
220573,28,self-employed,M
127833,33,college/grad student,M
338675,27,scientist,M
93803,30,college/grad student,M
115431,33,self-employed,F
356844,31,technician/engineer,M
134767,26,college/grad student,M
227837,25,college/grad student,M
22205,39,sales/marketing,M
75594,28,executive/managerial,M
444466,28,college/grad student,M
293246,40,writer,M
225925,18,college/grad student,M
440445,33,college/grad student,M
297250,26,college/grad student,M
348390,32,retired,F
312224,19,other or not specified,F
135701,28,sales/marketing,M
316487,41,executive/managerial,M
30746,31,executive/managerial,M
417995,28,sales/marketing,M
406383,31,other or not specified,M
152241,25,college/grad student,M
74451,34,college/grad student,M
205088,28,college/grad student,M
242916,29,executive/managerial,F
346043,26,executive/managerial,M
55433,27,sales/marketing,M
240844,30,retired,F
57421,27,executive/managerial,M
34917,26,scientist,M
23607,27,other or not specified,M
52627,26,executive/managerial,F
356336,25,executive/managerial,M
267009,34,scientist,M
303336,29,academic/educator,M
73329,27,scientist,M
401656,27,college/grad student,M
340157,21,sales/marketing,M
220419,26,college/grad student,M
94413,28,executive/managerial,M
149740,24,sales/marketing,M
328651,28,executive/managerial,M
395557,28,college/grad student,M
446014,30,sales/marketing,M
22185,24,sales/marketing,M
42297,29,executive/managerial,F
47081,50,retired,F
125542,30,executive/managerial,M
219423,33,executive/managerial,M
399084,32,executive/managerial,M
323991,31,other or not specified,F
404725,30,scientist,M
17284,28,executive/managerial,M
374032,29,college/grad student,F
300502,30,scientist,F
180087,53,executive/managerial,M
29357,31,artist,M
222072,25,college/grad student,M
387968,28,homemaker,M
265826,31,artist,F
194168,21,scientist,M
232008,37,artist,M
413714,28,college/grad student,M
274317,16,homemaker,M
101987,33,college/grad student,F
353520,29,clerical/admin,M
416886,32,college/grad student,M
326207,31,other or not specified,M
145030,31,sales/marketing,M
71677,30,college/grad student,M
398125,41,homemaker,M
54128,28,scientist,M
70289,31,college/grad student,M
75860,26,college/grad student,M
390982,33,other or not specified,M
324067,29,sales/marketing,M
58380,34,academic/educator,F
232449,27,college/grad student,M
188076,34,executive/managerial,M
53101,31,college/grad student,M
430946,31,tradesman/craftsman,M
172563,21,homemaker,M
177323,30,college/grad student,F
13763,31,sales/marketing,M
282297,85,executive/managerial,M
25893,27,college/grad student,M
338955,20,retired,F
423500,28,self-employed,F
13863,26,college/grad student,M
247317,25,scientist,M
107310,26,scientist,M
341628,18,K-12 student,M
223356,34,executive/managerial,M
278475,31,college/grad student,M
221375,28,executive/managerial,M
158705,27,executive/managerial,M
134836,32,K-12 student,M
209320,30,self-employed,M
360961,29,academic/educator,F
37563,32,other or not specified,M
101530,23,college/grad student,M
303996,25,executive/managerial,M
280142,30,college/grad student,M
318595,26,executive/managerial,M
76305,34,other or not specified,M
304408,34,self-employed,M
35412,25,college/grad student,M
436416,31,self-employed,M
175663,33,executive/managerial,M
293411,33,executive/managerial,F
21086,32,sales/marketing,M
266438,28,homemaker,F
65995,26,sales/marketing,M
433904,32,lawyer,M
331401,29,scientist,M
156638,29,self-employed,M
421954,28,self-employed,M
383896,29,college/grad student,F
305406,82,retired,F
277222,25,college/grad student,M
11661,30,college/grad student,M
87660,30,college/grad student,M
321154,34,technician/engineer,M
140946,30,K-12 student,F
411226,34,executive/managerial,M
420542,46,other or not specified,M
307783,22,college/grad student,M
442834,28,sales/marketing,M
264438,32,homemaker,M
403702,31,college/grad student,M
229150,34,executive/managerial,M
121354,31,executive/managerial,M
92801,34,technician/engineer,M
307960,31,programmer,M
266156,22,artist,F
126495,26,other or not specified,M
208365,27,executive/managerial,M
213711,34,scientist,M
210973,25,self-employed,M
33729,40,sales/marketing,M
239544,27,executive/managerial,F
17678,27,executive/managerial,M
237318,25,college/grad student,M
391721,33,college/grad student,M
4262,32,college/grad student,M
434179,25,executive/managerial,M
273810,30,scientist,M
389281,27,executive/managerial,M
342808,74,retired,F
233684,33,executive/managerial,M
153315,29,executive/managerial,M
138331,27,college/grad student,M
109318,33,college/grad student,M
372700,33,scientist,M
42876,34,college/grad student,M
359183,37,executive/managerial,M
159934,26,K-12 student,M
371538,28,college/grad student,M
353299,27,college/grad student,F
120012,33,sales/marketing,M
394311,28,sales/marketing,M
332297,27,homemaker,F
61531,33,other or not specified,F
261701,33,retired,M
261040,32,scientist,M
86286,26,college/grad student,M
239068,25,sales/marketing,M
418585,26,college/grad student,M
274481,27,other or not specified,M
77528,29,tradesman/craftsman,M
332653,23,artist,F
126412,28,other or not specified,M
441924,21,programmer,M
306511,29,scientist,M
229095,29,executive/managerial,M
323698,25,executive/managerial,F
264530,25,college/grad student,M
316391,38,academic/educator,M
231807,30,executive/managerial,M
239666,30,artist,F
146615,18,self-employed,M
72195,34,college/grad student,M
416353,26,self-employed,F
360717,27,executive/managerial,M
153299,31,sales/marketing,F
389075,32,other or not specified,M
42683,26,executive/managerial,M
31018,26,executive/managerial,M
196111,32,executive/managerial,M
333886,26,scientist,F
437585,25,scientist,M
336406,30,executive/managerial,M
323036,30,homemaker,M
361774,26,scientist,M
148872,33,executive/managerial,M
332352,28,artist,M
96592,31,sales/marketing,M
324958,25,executive/managerial,M
381002,28,executive/managerial,M
39060,31,sales/marketing,M
278248,27,college/grad student,M
429662,29,college/grad student,M
108174,34,college/grad student,M
377007,27,college/grad student,M
260612,32,scientist,M
327292,31,scientist,M
424611,34,sales/marketing,F
446315,34,college/grad student,M
380486,29,sales/marketing,M
398706,28,other or not specified,M
190549,34,college/grad student,M
343889,30,scientist,M
423781,32,sales/marketing,M
126618,84,executive/managerial,M
389783,26,college/grad student,M
394858,34,executive/managerial,M
387140,29,executive/managerial,M
22423,29,college/grad student,M
132130,27,college/grad student,M
379962,34,executive/managerial,M
277482,26,scientist,M
420040,26,college/grad student,M
157020,28,sales/marketing,M
110601,28,college/grad student,F
54220,31,college/grad student,M
264985,25,college/grad student,M
312935,24,K-12 student,M
256064,32,executive/managerial,M
430043,20,scientist,M
1543,34,college/grad student,M
268128,29,college/grad student,F
24553,29,self-employed,M
369527,33,other or not specified,M
419185,29,college/grad student,M
327519,32,homemaker,M
192153,21,self-employed,F
371109,38,academic/educator,F
179416,29,college/grad student,M
227515,29,college/grad student,M
89019,32,college/grad student,M
27098,34,college/grad student,M
230144,34,executive/managerial,M
354710,34,college/grad student,M
62682,29,college/grad student,F
263532,28,executive/managerial,F
398792,31,college/grad student,M
142901,30,college/grad student,M
422531,25,college/grad student,F
197289,29,executive/managerial,M
418372,28,sales/marketing,M
264245,27,college/grad student,M
249907,31,college/grad student,M
52964,29,scientist,M
45113,32,college/grad student,M
365469,27,artist,M
245428,25,other or not specified,M
415745,33,programmer,M
428600,27,college/grad student,M
229227,32,executive/managerial,F
370421,25,scientist,M
369323,31,executive/managerial,M
343875,24,sales/marketing,M
191155,32,college/grad student,M
232614,30,sales/marketing,M
412932,25,scientist,M
101179,27,executive/managerial,M
175984,27,technician/engineer,M
178577,29,scientist,M
113782,22,sales/marketing,M
161921,44,academic/educator,M
319603,27,college/grad student,M
325240,27,executive/managerial,M
103361,25,other or not specified,M
430057,32,sales/marketing,F
25440,32,retired,M
335972,25,executive/managerial,M
304685,34,K-12 student,M
230694,30,executive/managerial,M
423240,29,college/grad student,M
326343,44,college/grad student,M
332427,17,K-12 student,M
404268,33,executive/managerial,M
53306,25,scientist,M
100496,28,executive/managerial,M
256990,43,executive/managerial,F
252027,27,scientist,F
326495,32,college/grad student,F
5091,26,K-12 student,M
120958,19,scientist,M
64806,33,self-employed,F
230699,26,executive/managerial,M
353138,32,executive/managerial,M
133335,27,homemaker,M
310404,31,academic/educator,F
414813,28,executive/managerial,M
416015,27,college/grad student,F
353900,29,sales/marketing,M
107497,32,executive/managerial,M
134971,28,college/grad student,F
43307,31,academic/educator,M
190434,33,lawyer,M
432458,32,sales/marketing,F
189731,31,executive/managerial,M
413685,24,scientist,M
446990,17,K-12 student,F
319721,34,sales/marketing,M
283314,25,programmer,M
446402,42,other or not specified,M
80700,27,sales/marketing,M
252141,28,executive/managerial,M
236505,19,K-12 student,M
386504,30,college/grad student,F
72411,32,executive/managerial,M
398614,28,college/grad student,M
279084,25,scientist,M
135436,32,scientist,M
245286,33,college/grad student,M
215544,25,sales/marketing,M
5522,30,college/grad student,M
174408,22,technician/engineer,M
50888,18,self-employed,M
59793,26,college/grad student,M
28672,33,technician/engineer,M
348293,25,executive/managerial,M
202511,33,executive/managerial,M
433851,33,executive/managerial,M
186776,33,college/grad student,F
23268,30,other or not specified,F
383596,31,executive/managerial,M
71540,48,academic/educator,F
292538,9,sales/marketing,M
210206,34,sales/marketing,M
376132,33,college/grad student,M
416487,26,programmer,M
157090,30,scientist,M
108124,27,college/grad student,F
309919,40,sales/marketing,M
351548,25,sales/marketing,M
143702,28,self-employed,M
3560,12,scientist,M
298546,25,college/grad student,M
208263,25,college/grad student,M
223632,10,K-12 student,F
398887,30,sales/marketing,M
275977,30,other or not specified,M
380737,31,executive/managerial,M
215122,12,sales/marketing,M
306406,25,college/grad student,M
377342,27,executive/managerial,M
85317,33,college/grad student,M
100938,29,sales/marketing,M
143071,24,sales/marketing,M
240963,34,sales/marketing,M
212287,50,clerical/admin,M
428975,26,executive/managerial,M
242063,28,executive/managerial,M
203683,29,self-employed,M
255949,18,K-12 student,M
215669,34,executive/managerial,M
109978,43,executive/managerial,F
12882,34,college/grad student,M
103853,28,college/grad student,M
103840,26,sales/marketing,M
325204,25,college/grad student,M
36527,31,sales/marketing,M
309446,30,other or not specified,M
418582,25,executive/managerial,M
185369,30,other or not specified,M
36709,29,scientist,M
356427,25,unemployed,M
346191,32,executive/managerial,M
255388,27,executive/managerial,M
353260,33,executive/managerial,M
347097,33,executive/managerial,M
283139,30,sales/marketing,M
3313,32,academic/educator,M
369678,33,sales/marketing,F
332629,27,executive/managerial,M
154242,28,sales/marketing,F
142812,30,executive/managerial,M
374237,32,self-employed,M
94738,31,scientist,M
315464,33,college/grad student,M
21088,30,self-employed,M
241672,31,K-12 student,M
348983,29,executive/managerial,M
56922,30,college/grad student,M
188305,18,K-12 student,M
23211,18,scientist,M
217761,28,other or not specified,F
94332,29,executive/managerial,M
354308,34,sales/marketing,M
416087,28,self-employed,M
34713,31,college/grad student,M
72935,32,executive/managerial,F
217740,35,executive/managerial,M
420492,54,sales/marketing,F
304828,25,homemaker,M
403249,25,college/grad student,F
280431,26,scientist,M
1189,44,executive/managerial,F
128399,26,executive/managerial,M
247725,25,scientist,M
325488,23,homemaker,M
384341,29,college/grad student,M
288204,19,scientist,M
192203,31,college/grad student,M
27652,29,other or not specified,M
87637,25,college/grad student,M
120801,36,college/grad student,F
446991,23,scientist,M
237627,29,sales/marketing,M
185860,41,self-employed,F
346094,28,self-employed,M
425095,31,scientist,M
95575,23,homemaker,M
78386,29,sales/marketing,M
299714,25,other or not specified,M
221032,21,K-12 student,M
249730,26,clerical/admin,M
378325,26,executive/managerial,M
67564,28,executive/managerial,M
159176,29,sales/marketing,M
299292,34,college/grad student,M
346979,31,scientist,M
316290,33,executive/managerial,M
85772,26,sales/marketing,M
17938,34,sales/marketing,M
147246,26,executive/managerial,M
376561,29,college/grad student,M
31683,26,college/grad student,F
398992,26,academic/educator,F
305947,26,scientist,M
336567,33,executive/managerial,M
143620,33,sales/marketing,M
77383,28,executive/managerial,M
201012,18,homemaker,F
264548,33,executive/managerial,M
419254,12,K-12 student,M
346540,34,college/grad student,F
299729,42,doctor/health care,M
181636,26,executive/managerial,M
111195,33,college/grad student,M
144266,27,college/grad student,M
108800,39,executive/managerial,M
305385,33,scientist,M
65445,28,programmer,M
50494,26,K-12 student,M
83059,26,programmer,M
156960,33,scientist,M
127317,28,college/grad student,M
63659,33,college/grad student,M
23394,22,sales/marketing,M
366125,18,scientist,M
1245,26,academic/educator,M
280123,25,college/grad student,M
357872,28,sales/marketing,M
261157,28,executive/managerial,M
87564,30,executive/managerial,M
222399,27,college/grad student,M
285511,27,sales/marketing,M
426271,43,sales/marketing,M
220174,29,executive/managerial,M
154007,29,scientist,M
157976,28,executive/managerial,M
83878,22,sales/marketing,M
404229,26,clerical/admin,M
184856,31,executive/managerial,M
361010,33,executive/managerial,M
97923,26,executive/managerial,M
16778,28,executive/managerial,M
138087,33,other or not specified,M
303051,26,sales/marketing,M
177943,33,executive/managerial,M
152201,31,K-12 student,M
266580,33,executive/managerial,M
222188,34,sales/marketing,M
232860,18,scientist,M
428521,32,artist,F
132904,27,executive/managerial,F
285129,35,executive/managerial,M
310599,31,sales/marketing,M
66915,34,academic/educator,M
97178,28,scientist,M
416140,22,college/grad student,M
390896,25,academic/educator,F
256041,34,other or not specified,F
216497,29,college/grad student,M
13991,32,sales/marketing,M
153719,26,executive/managerial,M
439774,31,college/grad student,F
34526,27,other or not specified,M
107070,34,college/grad student,M
91686,27,executive/managerial,M
274306,25,college/grad student,M
363049,31,scientist,F
80087,25,scientist,M
275274,27,college/grad student,F
218782,34,academic/educator,F
148955,18,college/grad student,M
29011,26,college/grad student,M
6896,27,technician/engineer,M
277715,25,sales/marketing,M
320266,31,college/grad student,M
36976,34,college/grad student,M
41422,29,scientist,M
162554,25,executive/managerial,M
423737,34,college/grad student,M
193104,44,artist,M
163564,25,other or not specified,F
242528,33,college/grad student,M
36059,25,sales/marketing,M
355147,29,self-employed,M
94716,32,scientist,F
161166,34,executive/managerial,F
99968,23,self-employed,F
366235,28,executive/managerial,M
249606,34,college/grad student,M
407333,32,scientist,M
363917,29,other or not specified,F
48110,31,clerical/admin,M
8618,26,college/grad student,F
7783,21,self-employed,F
237041,30,college/grad student,M
135790,25,homemaker,F
346799,30,self-employed,F
160263,31,self-employed,M
248514,33,college/grad student,M
219986,25,college/grad student,M
89285,30,college/grad student,M
56094,31,college/grad student,M
1279,29,scientist,M
121887,32,scientist,F
400276,21,K-12 student,M
144924,33,retired,F
369033,28,college/grad student,M
177099,34,college/grad student,M
172559,29,sales/marketing,F
272121,29,self-employed,M
18451,35,executive/managerial,M
281697,31,executive/managerial,M
203988,21,artist,F
201594,29,executive/managerial,M
85405,31,college/grad student,M
302833,29,academic/educator,M
31350,28,sales/marketing,M
93476,34,self-employed,F
25054,32,college/grad student,M
424058,30,executive/managerial,M
434780,39,executive/managerial,M
121988,34,executive/managerial,F
82025,31,self-employed,F
447246,29,college/grad student,F
13524,31,college/grad student,M
183759,18,sales/marketing,M
384812,26,executive/managerial,M
354266,32,scientist,M
409354,26,executive/managerial,M
160231,29,scientist,M
74254,27,sales/marketing,M
88104,28,college/grad student,F
437110,30,scientist,M
206481,72,retired,F
229577,33,sales/marketing,F
9553,18,K-12 student,M
210491,35,academic/educator,F
428007,27,scientist,M
348708,19,college/grad student,M
37833,21,K-12 student,M
368778,27,executive/managerial,M
282685,42,other or not specified,M
183827,28,academic/educator,M
204108,32,executive/managerial,M
179956,31,college/grad student,M
185170,27,sales/marketing,M
175682,25,executive/managerial,M
441545,27,sales/marketing,M
21775,30,college/grad student,M
172947,34,college/grad student,M
287089,25,self-employed,M
211524,32,college/grad student,M
281094,32,self-employed,M
421608,41,academic/educator,F
278496,29,executive/managerial,M
187474,41,executive/managerial,M
335122,18,K-12 student,M
267935,71,executive/managerial,F
147619,22,sales/marketing,M
177321,31,executive/managerial,M
387280,26,executive/managerial,M
382492,34,scientist,M
215484,25,tradesman/craftsman,M
436693,24,sales/marketing,M
178701,30,academic/educator,M
274641,25,artist,M
304124,31,executive/managerial,M
80119,18,sales/marketing,M
330534,29,scientist,F
353390,26,homemaker,F
227660,27,sales/marketing,M
38157,32,sales/marketing,M
425153,31,scientist,M
25487,28,executive/managerial,M
102862,27,other or not specified,M
138540,33,other or not specified,F
71492,33,self-employed,M
388051,28,sales/marketing,M
91058,25,sales/marketing,M
231907,33,sales/marketing,M
289959,34,sales/marketing,M
425925,34,executive/managerial,M
205631,32,sales/marketing,M
383175,28,sales/marketing,M
115590,27,college/grad student,F
184202,28,college/grad student,M
309982,34,executive/managerial,M
96267,25,college/grad student,F
228775,31,college/grad student,M
285886,33,sales/marketing,M
12815,30,college/grad student,M
371984,30,executive/managerial,F
413632,26,self-employed,M
384678,31,scientist,M
306072,30,artist,M
3370,39,executive/managerial,F
246341,26,college/grad student,F
435083,46,academic/educator,F
428577,31,technician/engineer,M
15805,40,other or not specified,M
281271,34,self-employed,M
253452,29,executive/managerial,M
371058,31,other or not specified,M
161755,19,college/grad student,M
121580,26,college/grad student,M
369708,29,sales/marketing,M
382830,31,college/grad student,M
217849,34,sales/marketing,M
199558,32,executive/managerial,M
356241,41,sales/marketing,M
376187,68,executive/managerial,M
106805,31,academic/educator,M
58099,28,college/grad student,M
152618,33,sales/marketing,M
231789,32,homemaker,M
371889,22,sales/marketing,M
301209,28,college/grad student,M
406315,34,other or not specified,F
396406,29,other or not specified,F
335278,26,college/grad student,M
146291,30,homemaker,M
87456,77,retired,M
284114,33,artist,F
51016,18,scientist,M
65546,29,clerical/admin,M
196962,30,self-employed,M
177495,29,academic/educator,F
420862,18,college/grad student,M
46569,33,self-employed,F
403946,33,sales/marketing,M
411218,25,executive/managerial,M
272345,27,executive/managerial,M
316525,31,homemaker,M
137137,30,executive/managerial,M
79213,30,other or not specified,M
416379,25,self-employed,M
143382,27,self-employed,M
93465,31,college/grad student,M
303327,32,K-12 student,M
77280,20,college/grad student,M
258709,34,college/grad student,M
279880,27,other or not specified,M
323532,25,sales/marketing,M
261630,32,sales/marketing,M
145733,29,sales/marketing,M
3679,27,self-employed,M
42486,25,executive/managerial,M
239178,29,technician/engineer,M
44834,18,artist,F
69294,25,sales/marketing,F
262519,32,college/grad student,M
138718,28,executive/managerial,F
384400,31,K-12 student,M
262701,26,college/grad student,M
34783,29,executive/managerial,M
84636,31,executive/managerial,M
