movieid,genres,belongs_to_collection,popularity,vote_average
killers+kiss+1955,80,0,6.107034,6.2
the+day+the+earth+stood+still+1951,18,0,9.360003,7.3
castle+in+the+sky+1986,12,0,11.061551,7.8
toy+story+1995,16,1,21.946943,7.7
slam+1998,18,0,0.555304,6.7
wild+child+2008,35,0,10.420849,6.4
jiro+dreams+of+sushi+2011,99,0,7.789413,7.8
indiana+jones+and+the+last+crusade+1989,12,1,14.788987,7.6
neil+young+heart+of+gold+2006,99,0,0.583897,8.2
soul+food+1997,35,0,2.647781,6.6
zenith+2010,28,0,0.553216,5.1
as+es+la+vida...+2000,18,0,0.785386,5.0
the+battered+bastards+of+baseball+2014,99,0,1.531619,7.7
seven+samurai+1954,28,0,15.01777,8.2
i_+robot+2004,28,0,14.43075,6.7
master+and+commander+the+far+side+of+the+world+2003,12,0,8.693298,6.9
the+day+after+trinity+1981,99,0,0.336354,8.0
the+wolf+of+wall+street+2013,80,0,16.382422,7.9
chromeskull+laid+to+rest+2+2011,27,1,2.651419,4.8
inception+2010,28,0,29.108149,8.1
time+and+tide+2000,18,0,2.587753,5.9
elvis+and+anabelle+2007,18,0,2.644962,7.1
dollman+vs.+demonic+toys+1993,27,1,1.05016,4.2
up+2009,16,0,19.330884,7.8
nanking+2007,99,0,2.00717,7.6
the+babymakers+2012,35,0,4.001946,5.0
up+2009,16,0,19.330884,7.8
tango+1981,0,0,1e-06,8.0
elevator+girl+2010,10770,0,0.914774,4.8
true+lies+1994,28,0,11.396099,6.8
sube+y+baja+1959,35,0,0.171546,5.3
youre+not+you+2014,18,0,6.800456,7.3
chapter+two+1979,10749,0,0.706906,7.5
the+plague+dogs+1982,12,0,8.302414,8.0
flannel+pajamas+2006,18,0,0.004998,0.0
the+last+king+of+scotland+2006,18,0,9.424157,7.4
the+cell+2000,27,1,13.234894,6.0
the+inbetweeners+movie+2011,35,1,5.747681,6.2
dating+games+people+play+2008,0,0,0.003545,0.0
grease+1978,10749,1,7.854899,7.2
the+cathedral+2002,878,0,0.903483,7.4
the+sword+in+the+stone+1963,16,0,10.636458,6.9
silent+night+2012,35,1,7.601525,4.8
traffic+2000,53,0,8.338222,6.9
cold+weather+2010,9648,0,1.636778,6.4
monsieur+ibrahim+2003,18,0,8.260823,7.0
kawasakis+rose+2009,18,0,0.690246,5.0
mcfarland_+usa+2015,18,0,6.894606,7.4
ice+age+2002,16,1,17.328902,7.1
gilles+wife+2004,18,0,0.20225,5.0
pride++prejudice+2005,18,0,14.439083,7.8
europa+1991,53,1,3.16238,7.3
the+story+of+asya+klyachina+1966,18,0,1.058766,3.9
shattered+glass+2003,18,0,6.0872,6.6
funny+ha+ha+2002,18,0,1.147626,6.3
maleficent+2014,14,0,19.467404,7.0
the+cockleshell+heroes+1955,10752,0,0.931527,5.8
the+bourne+identity+2002,28,1,21.040126,7.3
the+flight+of+the+phoenix+1965,12,0,4.570894,7.0
that+obscure+object+of+desire+1977,35,0,6.049944,7.5
without+limits+1998,18,0,3.643468,6.4
blade+runner+1982,878,1,96.272374,7.9
gladiator+2000,28,0,23.186667,7.9
rahtree+flower+of+the+night+2003,35,0,1.245891,5.7
act+of+violence+1949,18,0,2.496859,6.2
new+in+town+2009,35,0,12.357072,5.2
the+notebook+2013,18,0,3.485214,6.3
the+hobbit+an+unexpected+journey+2012,12,1,23.253089,7.0
predator+1987,878,1,18.495694,7.3
the+act+of+seeing+with+ones+own+eyes+1971,99,0,0.497952,7.1
before+sunset+2004,18,1,7.048957,7.6
stonehearst+asylum+2014,53,0,21.991755,6.6
kamikaze+girls+2004,35,0,4.365377,7.1
charlie+st.+cloud+2010,18,0,6.273131,6.8
gnomeo++juliet+2011,16,0,9.244469,5.8
true+lies+1994,28,0,11.396099,6.8
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
national+treasure+2004,12,1,18.932203,6.4
the+getaway+1972,28,0,10.037593,7.0
heartbeat+detector+2007,18,0,0.087977,6.5
jesse+stone+benefit+of+the+doubt+2012,18,1,1.870355,6.5
the+saint+1997,53,1,10.97633,5.9
girlfight+2000,18,0,4.152211,6.4
independence+day+1996,28,1,17.634197,6.7
the+house+with+laughing+windows+1976,27,0,2.089199,6.9
amor+2011,18,0,0.014381,0.0
ballad+of+the+little+soldier+1984,99,0,0.480589,6.9
dial+m+for+murder+1954,80,0,7.853231,7.9
the+prince+2014,53,0,16.219485,4.6
still+bill+2010,99,0,0.589117,7.0
barcelona+1994,35,0,1.632711,6.6
jesse+stone+no+remorse+2010,18,1,6.171229,6.3
fear+and+loathing+in+las+vegas+1998,12,0,9.220346,7.2
coraline+2009,16,0,16.639915,7.3
angel+on+my+shoulder+1946,35,0,0.594433,5.7
traveller+1997,18,0,2.166773,5.9
the+kid+with+a+bike+2011,18,0,7.95457,7.2
the+wool+cap+2004,18,0,0.012693,0.0
santa+claus+and+the+magic+drum+1996,35,0,0.331975,7.0
the+fourth+kind+2009,9648,0,13.751992,5.8
ill+met+by+moonlight+1957,10752,0,0.515906,6.3
mondo+cane+1962,99,1,1.3411,6.6
the+sucker+1965,35,0,4.684921,7.3
hell+and+high+water+1954,28,0,0.338405,4.7
a+very+potter+musical+2009,10402,0,1.054258,7.7
harvest+1999,18,0,0.00118,0.0
a+tale+of+springtime+1990,35,1,1.934962,7.4
sleeping+beauty+1959,14,0,14.276169,6.8
gunga+din+1939,28,0,7.425486,6.6
get+low+2010,35,0,4.678848,6.5
the+steel+helmet+1951,18,0,5.112386,7.0
die+hard+1988,28,1,16.640522,7.5
the+war+game+1965,878,0,1.761241,7.8
big+hero+6+2014,12,0,213.849907,7.8
the+long+weekend+2005,35,0,6.038144,5.8
amos++andrew+1993,28,0,3.941294,5.0
rocket+gibraltar+1988,18,0,0.871303,6.2
pinocchio+1940,16,0,14.202284,6.9
breaking+the+taboo+2011,99,0,1.252385,7.3
brutal+beauty+tales+of+the+rose+city+rollers+2010,99,0,0.076471,4.0
chronic+town+2010,18,0,0.05283,0.0
dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,18,0,9.80398,8.0
the+unbelievable+truth+1989,35,0,2.407454,7.4
the+magnificent+seven+1960,37,1,10.650752,7.4
camarn+when+flamenco+became+legend+2005,18,0,0.713381,6.6
the+day+the+earth+stood+still+1951,18,0,9.360003,7.3
pulp+fiction+1994,53,0,140.950236,8.3
enough+2002,18,0,6.681287,6.2
cloudy+with+a+chance+of+meatballs+2+2013,16,1,14.412061,6.4
hands+over+the+city+1963,18,0,1.00931,6.5
capricorn+one+1977,18,0,10.719499,6.4
casino+royale+2006,12,1,23.065078,7.3
despair+1978,18,0,8.830557,7.0
atlantic+city+1980,80,0,3.835188,6.7
snake++mongoose+2013,18,0,0.615562,5.5
88+minutes+2007,80,0,8.552967,5.7
speedway+1968,35,0,1.353461,5.3
outfoxed+rupert+murdochs+war+on+journalism+2004,99,0,2.782194,6.9
the+physician+2013,12,0,13.332387,7.2
inception+2010,28,0,29.108149,8.1
fight+club+1999,18,0,63.869599,8.3
aladdin+1992,16,1,16.357419,7.4
a+birders+guide+to+everything+2013,35,0,2.401451,6.5
up+2009,16,0,19.330884,7.8
the+walking+hills+1949,37,0,0.419744,4.8
mulan+1998,16,1,21.180857,7.6
camerons+closet+1988,27,0,0.861473,4.8
city+of+life+and+death+2009,18,0,7.216103,7.6
whisper+of+the+heart+1995,16,0,10.550235,7.7
the+goalies+anxiety+at+the+penalty+kick+1972,80,0,0.769053,3.5
straw+dogs+1971,80,0,6.632663,7.2
chronos+1985,99,0,2.141858,7.4
my+neighbors+the+yamadas+1999,16,0,5.106657,7.0
valdez+is+coming+1971,37,0,3.189948,5.5
harry+potter+and+the+goblet+of+fire+2005,12,1,24.903058,7.5
captains+of+april+2000,18,0,0.929182,6.5
the+day+the+earth+stood+still+1951,18,0,9.360003,7.3
the+green+pastures+1936,18,0,0.113381,5.3
alice+in+wonderland+2010,10751,1,17.285093,6.4
soulless+2012,35,1,1.823774,5.5
fight+club+1999,18,0,63.869599,8.3
cut+2000,35,0,1.137456,4.5
guardians+of+the+galaxy+2014,28,1,53.291601,7.9
dial+m+for+murder+1954,80,0,7.853231,7.9
the+iceman+2012,53,0,13.132127,6.4
x-men+days+of+future+past+2014,28,1,26.058586,7.5
thirty-five+something+2005,35,0,1.992752,5.2
diggstown+1992,28,0,3.622179,6.5
kikis+delivery+service+1989,16,0,12.220581,7.6
paris+is+burning+1990,99,0,4.101295,8.2
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
harry+potter+and+the+prisoner+of+azkaban+2004,12,1,28.460276,7.7
road+to+singapore+1940,35,1,1.226779,6.7
the+woman+who+dreamed+of+a+man+2010,10749,0,0.311041,4.8
tinker+tailor+soldier+spy+1979,53,0,1.564586,7.6
harmagedon+-+ern+maailman+loppu+1986,0,0,0.014956,0.0
winnie+the+pooh+and+the+honey+tree+1966,16,0,1.685725,7.8
little+miss+sunshine+2006,35,0,5.320117,7.5
the+night+visitor+1971,80,0,1.529024,7.3
a+short+film+about+love+1988,18,0,3.500562,7.9
to+be+or+not+to+be+1942,35,0,7.274948,7.7
how+to+train+your+dragon+2+2014,14,1,12.256689,7.6
house+of+dark+shadows+1970,18,0,2.067663,6.7
hammer+of+the+gods+2013,36,0,5.093586,4.4
dead+reckoning+1947,53,0,6.848208,6.4
kingsman+the+secret+service+2015,80,1,28.224212,7.6
lady+killer+1937,10752,0,0.124359,6.8
edvard+munch+1974,18,0,0.103347,6.9
the+good_+the+bad+and+the+ugly+1966,37,1,16.788787,8.1
a+royal+affair+2012,18,0,8.168448,7.2
brother+can+you+spare+a+dime+1975,99,0,0.037413,6.0
ip+man+2008,18,1,6.004257,7.5
stalag+17+1953,35,0,9.47371,7.6
gladiator+2000,28,0,23.186667,7.9
hairspray+2007,10751,0,7.768045,6.5
how+to+train+your+dragon+2010,14,1,14.416681,7.5
castle+in+the+sky+1986,12,0,11.061551,7.8
oldboy+2013,18,0,7.882353,5.9
the+shining+1980,27,0,19.611589,8.1
a+short+film+about+love+1988,18,0,3.500562,7.9
it+happened+one+night+1934,35,0,6.465257,7.7
black+sabbath+1963,27,0,4.363259,6.9
charlie+and+the+chocolate+factory+2005,12,0,22.038405,6.7
the+anomaly+2014,53,0,13.860922,4.8
10.5+2004,12,0,5.536166,5.9
the+stag+2013,35,0,9.208127,5.4
the+shawshank+redemption+1994,18,0,51.645403,8.5
dial+m+for+murder+1954,80,0,7.853231,7.9
the+avengers+2012,878,1,89.887648,7.4
the+benny+goodman+story+1956,18,0,0.830073,5.9
up+2009,16,0,19.330884,7.8
when+pigs+have+wings+2011,35,0,1.921613,7.1
the+snow+queen+2012,16,1,6.407641,5.1
the+big+street+1942,10749,0,0.796132,0.0
i_+robot+2004,28,0,14.43075,6.7
dance+with+a+stranger+1985,80,0,2.050411,5.5
the+third+man+1949,53,0,8.513889,7.9
block-heads+1938,35,0,1.440106,7.2
endurance+1999,18,0,0.052279,6.0
my+fellow+americans+1996,35,0,3.863894,6.3
our+mothers+house+1967,18,0,1.385444,5.5
sumo+do_+sumo+dont+1992,35,0,0.537545,6.3
the+bird+people+in+china+1998,12,0,2.524187,7.0
the+sword+in+the+stone+1963,16,0,10.636458,6.9
the+fifth+element+1997,12,0,24.30526,7.3
good+night_+and+good+luck.+2005,18,0,7.523098,6.8
eurotrip+2004,35,0,6.275468,6.5
dana+carvey+squatting+monkeys+tell+no+lies+2008,35,0,0.359009,5.5
coraline+2009,16,0,16.639915,7.3
sabrina+1954,35,0,7.359741,7.4
how+to+lose+a+guy+in+10+days+2003,35,0,5.188107,6.3
the+passenger+1975,53,0,9.202533,7.5
stonehearst+asylum+2014,53,0,21.991755,6.6
tito+and+me+1992,35,0,0.445655,7.5
the+last+days+1998,99,0,1.380947,7.7
guardians+of+the+galaxy+2014,28,1,53.291601,7.9
i+cant+think+straight+2008,18,0,2.830411,7.3
secuestro+express+2005,18,0,0.586761,5.8
titanic+1997,18,0,26.88907,7.5
ice+princess+2005,18,0,9.313354,5.9
pink+floyd+the+wall+1982,10402,0,6.773407,7.7
normal+adolescent+behavior+2007,10749,1,1.173129,4.9
shaft+2000,28,1,7.420019,5.5
the+drop+2014,18,0,11.695036,6.7
princess+mononoke+1997,12,0,17.166725,8.2
the+name+of+the+rose+1986,18,0,11.469751,7.2
little+manhattan+2005,35,0,9.394353,6.9
audition+1999,9648,0,12.799287,6.8
back+to+the+future+1985,12,1,25.778509,8.0
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
pulp+fiction+1994,53,0,140.950236,8.3
thor+2011,12,1,29.158489,6.6
groundhog+day+1993,10749,0,12.989627,7.4
28+weeks+later+2007,27,1,12.884191,6.5
glory+1989,10752,0,7.521346,7.4
a+room+with+a+view+1985,18,0,6.175166,6.9
legend+of+the+guardians+the+owls+of+gahoole+2010,16,0,17.674048,6.5
the+constant+gardener+2005,18,0,11.556484,6.9
samurai+ii+duel+at+ichijoji+temple+1955,18,1,2.235644,7.3
fresh+1994,80,0,3.970215,7.6
and+then+there+were+none+1945,80,0,4.496034,6.7
uncle+boonmee+who+can+recall+his+past+lives+2010,35,0,3.380308,6.5
cat+on+a+hot+tin+roof+1958,18,0,11.794846,7.6
harry+potter+and+the+goblet+of+fire+2005,12,1,24.903058,7.5
a+special+day+1977,18,0,3.810981,7.7
outsourced+2006,35,0,8.735319,6.3
the+impossible+2012,53,0,10.027434,7.0
the+burglar+1957,80,0,0.252556,4.3
northanger+abbey+2007,18,0,8.895086,6.9
unstrung+heroes+1995,35,0,2.881689,6.4
bionicle+mask+of+light+2003,28,1,6.897756,6.0
north+by+northwest+1959,9648,0,12.410427,7.8
shoot+the+moon+1982,18,0,1.194891,5.7
my+stars+2008,35,0,1.054069,4.8
white+noise+2+the+light+2007,53,1,6.176386,5.6
the+cave+of+the+yellow+dog+2005,99,0,1.903911,7.3
inception+2010,28,0,29.108149,8.1
whiplash+2014,18,0,64.29999,8.3
restless+blood+1946,18,0,0.071782,5.0
spooky+house+2004,12,0,0.982993,5.3
welcome+to+dongmakgol+2005,10752,0,4.222195,7.7
pink+ribbons_+inc.+2011,99,0,0.489328,6.8
terraferma+2011,18,0,6.771605,6.5
harry+potter+and+the+order+of+the+phoenix+2007,12,1,21.3643,7.4
the+equalizer+2014,53,0,17.618057,7.1
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
trapeze+1956,18,0,1.801071,6.4
an+american+tail+1986,18,1,11.928545,6.6
a+late+quartet+2012,10402,0,11.03656,6.6
the+hearts+of+age+1934,0,0,0.179142,5.0
dreamboat+1952,35,0,0.479288,7.0
homevideo+2011,18,0,0.80436,6.8
double+take+2001,12,0,3.067916,5.5
battle+royale+2000,18,1,12.701098,7.3
each+dawn+i+die+1939,18,0,2.037482,7.2
love+2011,18,0,3.760776,5.4
hedgehog+in+the+fog+1975,12,0,2.643565,7.4
pulp+fiction+1994,53,0,140.950236,8.3
green+street+hooligans+2005,80,1,7.772618,7.1
the+hobbit+the+desolation+of+smaug+2013,12,1,20.644776,7.6
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
the+prestige+2006,18,0,16.94556,8.0
madagascar+escape+2+africa+2008,10751,1,12.668733,6.2
the+grand+budapest+hotel+2014,35,0,14.442048,8.0
punks+dead+slc+punk+2+2016,35,0,0.700489,6.0
even+angels+eat+beans+1973,80,1,6.634884,6.2
the+beguiled+1971,18,0,7.150611,7.0
one+day+in+september+1999,99,0,1.039367,7.3
a+decade+under+the+influence+2003,35,0,0.381538,8.0
brave+new+world+1998,878,0,2.610987,6.5
take+my+eyes+2003,18,0,5.557675,6.9
reign+over+me+2007,18,0,10.027137,7.1
dreams+1955,18,0,0.84719,7.1
jaws+1975,27,1,19.726114,7.5
the+man+from+the+alamo+1953,37,0,1.229874,6.4
waiting+for+superman+2010,99,0,2.718721,6.9
42+up+1998,99,1,0.697268,6.6
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
eden+of+the+east+movie+i+the+king+of+eden+2009,16,1,1.346965,6.9
a+bugs+life+1998,12,0,16.869209,6.8
creature+comforts+1989,16,0,2.329233,7.3
harry+potter+and+the+goblet+of+fire+2005,12,1,24.903058,7.5
why+worry+1923,35,0,0.141528,6.0
coraline+2009,16,0,16.639915,7.3
ong-bak+the+thai+warrior+2003,28,1,7.89916,7.0
mesrine+public+enemy+1+2008,28,1,8.835512,7.3
whip+it+2009,18,0,14.511442,6.7
in+the+realms+of+the+unreal+2004,99,0,1.33424,7.5
the+lost+2009,53,0,0.546265,5.0
unfaithfully+yours+1948,35,0,3.473029,7.8
huddersfield+2007,35,0,0.459026,6.7
performance+1970,80,0,3.3228,6.9
objective_+burma+1945,28,0,3.274326,6.3
port+of+flowers+1943,10752,0,0.12133,8.7
kill+bill+vol.+1+2003,28,1,25.261865,7.7
curb+dance+2011,0,0,0.266119,5.0
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
desert+flower+2009,18,0,4.290624,7.2
the+incredibles+2004,28,1,22.220214,7.4
the+men+who+tread+on+the+tigers+tail+1945,18,0,2.137943,6.4
planet+hulk+2010,16,0,5.769957,6.7
harry+potter+and+the+chamber+of+secrets+2002,12,1,29.741452,7.4
demonic+2015,53,0,9.234943,5.0
the+damned+1963,10749,0,3.153147,6.3
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
the+robe+1953,18,1,3.826281,6.4
ivan+vasilyevich+changes+his+profession+1973,35,0,4.700685,7.8
the+good_+the+bad+and+the+ugly+1966,37,1,16.788787,8.1
campfire+tales+1997,27,0,6.985328,6.1
jim+jefferies+bare+2014,35,0,1.62502,7.7
joy+division+2007,99,0,1.394174,7.7
whisper+of+the+heart+1995,16,0,10.550235,7.7
dersu+uzala+1975,28,0,4.713259,8.0
the+magician+1958,18,0,7.606709,7.4
before+sunset+2004,18,1,7.048957,7.6
enemies+closer+2013,53,0,10.349323,5.1
kikis+delivery+service+1989,16,0,12.220581,7.6
puppet+master+1989,27,1,6.173017,5.5
princess+kaiulani+2010,18,0,1.818296,4.8
tracers+2015,28,0,9.056173,5.9
my+moms+new+boyfriend+2008,28,0,3.70379,5.4
kapitalism+our+improved+formula+2010,99,0,0.090802,5.0
the+joneses+2009,35,0,6.632194,6.1
mulan+1998,16,1,21.180857,7.6
district+9+2009,878,0,11.589835,7.3
boy+1969,80,0,0.292384,7.0
the+dark+tower+1943,18,0,0.192959,7.0
to+die+like+a+man+2009,18,0,0.282474,6.4
pirates+of+the+caribbean+on+stranger+tides+2011,12,1,27.88772,6.4
the+magnificent+ambersons+1942,10749,0,8.43511,7.5
zulu+1964,28,1,11.604242,7.4
the+way+of+war+2009,28,0,9.781476,3.5
the+kid+brother+1927,35,0,1.13281,7.5
warning+shadows+1923,53,0,0.590881,7.1
the+shining+1980,27,0,19.611589,8.1
down+by+law+1986,80,0,8.843551,7.2
casino+1995,18,0,10.137389,7.8
ice+age+the+meltdown+2006,16,1,16.646029,6.5
scarecrow+1973,18,0,12.288092,6.8
the+lion+king+2+simbas+pride+1998,16,1,9.417261,6.7
ponyo+2008,16,0,8.470945,7.5
fury+2014,10752,0,36.713807,7.4
the+expendables+3+2014,28,1,14.753545,6.1
the+light+at+the+edge+of+the+world+1971,12,0,0.452215,6.5
sur+1988,0,0,0.122466,3.7
the+match+king+1932,18,0,1.221611,7.0
the+joker+is+wild+1957,18,0,1.323445,8.7
the+curious+case+of+benjamin+button+2008,14,0,17.934821,7.3
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
corvette+summer+1978,28,0,5.695908,5.5
fight+club+1999,18,0,63.869599,8.3
good+will+hunting+1997,18,0,15.064833,7.9
the+lost+thing+2010,16,0,2.113402,6.6
the+apartment+1960,35,0,11.994281,8.1
appleseed+2004,16,1,8.278525,6.8
red+lights+2012,53,0,11.535478,6.0
a+fistful+of+dollars+1964,37,1,12.429704,7.6
the+lord+of+the+rings+the+two+towers+2002,12,1,29.423537,8.0
detachment+2011,18,0,4.179477,7.3
el+prximo+oriente+2006,0,0,0.131963,5.2
harry+potter+and+the+order+of+the+phoenix+2007,12,1,21.3643,7.4
how+to+train+your+dragon+2+2014,14,1,12.256689,7.6
nirvana+1997,53,0,3.376578,6.6
excalibur+1981,14,0,8.800455,7.1
harry+potter+and+the+philosophers+stone+2001,12,1,38.187238,7.5
star+wars+episode+ii+-+attack+of+the+clones+2002,12,1,14.072511,6.4
all+the+kings+men+2006,18,0,7.991168,5.7
eloise+at+christmastime+2003,10751,0,1.151862,5.1
predator+1987,878,1,18.495694,7.3
going+my+way+1944,18,0,5.682778,6.9
star+wars+1977,12,1,42.149697,8.1
the+searchers+1956,37,0,7.803856,7.7
sleeping+beauty+1959,14,0,14.276169,6.8
jungle+book+1942,28,0,2.467773,6.6
almighty+thor+2011,28,0,1.255939,2.3
thor+2011,12,1,29.158489,6.6
i+hate+myself++2013,99,0,0.053694,8.0
alice+in+wonderland+2010,10751,1,17.285093,6.4
call+girl+2012,53,0,3.908079,6.3
harry+potter+and+the+chamber+of+secrets+2002,12,1,29.741452,7.4
adams+apples+2005,18,0,6.044534,7.4
undertow+2004,18,0,2.799447,5.9
the+incredibles+2004,28,1,22.220214,7.4
the+art+of+the+steal+2009,99,0,1.2083,6.8
ice+soldiers+2013,28,0,5.113538,3.7
red+scorpion+1988,28,0,2.549325,4.9
coraline+2009,16,0,16.639915,7.3
the+hunchback+of+notre+dame+1923,18,0,1.469045,6.4
indecent+proposal+1993,18,0,7.118123,5.8
red+2+2013,28,1,11.04233,6.4
deathstalker+ii+1987,28,1,1.717162,4.0
state+property+2002,28,1,0.620718,4.4
total+recall+1990,28,0,12.954444,7.1
monsters_+inc.+2001,16,1,26.419962,7.5
citizenfour+2014,99,0,6.584217,7.9
elite+squad+the+enemy+within+2010,18,1,12.334357,7.5
indiana+jones+and+the+last+crusade+1989,12,1,14.788987,7.6
dying+room+only+1973,18,0,0.034545,6.8
jill+rips+2000,53,0,1.089141,4.0
the+cremator+1969,53,0,2.58383,8.0
aliens+1986,27,1,21.761179,7.7
whiplash+2014,18,0,64.29999,8.3
one+sunday+afternoon+1933,10749,0,0.316962,0.0
brown+of+harvard+1926,18,0,0.363406,6.5
the+blues+brothers+1980,10402,1,10.076901,7.5
goodfellas+1990,18,0,15.424092,8.2
alien+1979,27,1,23.37742,7.9
the+wedding+ringer+2015,35,0,12.21459,6.5
the+shawshank+redemption+1994,18,0,51.645403,8.5
toy+story+3+2010,16,1,16.96647,7.6
the+dangerous+lives+of+altar+boys+2002,35,0,3.401162,6.4
the+party+1968,35,0,5.354787,7.3
deadfall+1993,80,0,1.145806,3.1
gangs+of+new+york+2002,18,0,14.922399,7.1
jin-roh+the+wolf+brigade+1999,16,0,5.993402,7.4
poetry+2010,18,0,2.706614,6.9
paid+in+full+2002,28,0,3.928278,6.4
the+low+life+1995,0,0,0.580534,6.0
wonder+woman+2009,28,0,7.306487,7.2
the+great+debaters+2007,18,0,8.735448,6.9
daughter+of+dr.+jekyll+1957,14,0,0.144075,5.5
lord+of+war+2005,80,0,8.745216,7.0
a+short+film+about+killing+1989,80,0,3.804288,7.6
boy+2009,18,0,0.138737,5.0
the+last+mimzy+2007,12,0,6.183051,5.9
once+upon+a+time+in+the+west+1968,37,0,15.589351,8.1
ramona+and+beezus+2010,35,0,7.467591,6.2
shrek+2001,12,1,17.987728,7.3
election+day+2007,0,0,0.080013,0.0
brother+bear+2003,12,1,12.300905,6.9
khartoum+1966,36,0,2.404428,5.8
the+girl+from+the+naked+eye+2012,28,0,5.439326,4.3
vice+2015,53,0,19.236571,4.1
the+man+in+the+gray+flannel+suit+1956,18,0,6.537021,6.7
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
the+lion+king+2+simbas+pride+1998,16,1,9.417261,6.7
sling+blade+1996,18,0,9.475693,7.4
code+unknown+2000,10752,0,11.251674,6.9
not+forgotten+2009,53,0,3.035571,5.3
pulp+fiction+1994,53,0,140.950236,8.3
the+ghost+and+the+darkness+1996,12,0,10.789928,6.4
steamboat+bill_+jr.+1928,28,0,7.518657,7.9
the+hot+spot+1990,18,0,3.985689,6.4
eat+drink+man+woman+1994,35,0,4.860016,7.5
confidence+2003,28,0,6.959638,6.4
the+universe+of+keith+haring+2009,99,0,0.147195,5.8
my+sex+life...+or+how+i+got+into+an+argument+1996,35,0,0.270279,5.8
the+boy+in+the+striped+pyjamas+2008,10752,0,8.912738,7.7
the+godfather+1972,18,1,41.109264,8.5
wristcutters+a+love+story+2006,35,0,5.213094,6.7
geronimo+an+american+legend+1993,36,0,4.653462,5.9
imitation+of+life+1959,18,0,4.480053,7.2
vegas+vacation+1997,35,1,9.304901,6.0
ghajini+2008,53,0,4.23908,6.9
gone+baby+gone+2007,80,0,6.148516,7.2
the+raid+2+2014,28,1,8.434884,7.6
ong-bak+the+thai+warrior+2003,28,1,7.89916,7.0
kid+millions+1934,10402,0,0.160727,5.3
my+son+the+fanatic+1997,18,0,0.147516,4.7
childs+play+2+1990,18,1,14.310479,5.8
one+flew+over+the+cuckoos+nest+1975,18,0,35.529554,8.3
swades+we_+the+people+2004,18,0,4.971198,7.3
carnegie+hall+1947,10402,0,0.564402,0.0
insurgent+2015,12,1,27.887186,6.2
true+lies+1994,28,0,11.396099,6.8
the+boy+in+the+striped+pyjamas+2008,10752,0,8.912738,7.7
the+equalizer+2014,53,0,17.618057,7.1
the+snow+white+murder+case+2014,18,0,2.940222,6.1
ponyo+2008,16,0,8.470945,7.5
back+to+the+future+1985,12,1,25.778509,8.0
play+dirty+1969,12,0,1.89728,6.1
from+dusk+till+dawn+1996,27,1,15.339153,6.9
the+deer+hunter+1978,18,0,7.729445,7.8
black+orpheus+1959,18,0,1.888428,7.3
the+villain+2009,35,0,1.868374,5.9
kikis+delivery+service+1989,16,0,12.220581,7.6
borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan+2006,35,0,8.278336,6.5
saving+private+ryan+1998,18,0,21.758054,7.9
the+green+mile+1999,14,0,19.96678,8.2
playing+for+keeps+1986,35,0,0.076591,5.0
star+wars+1977,12,1,42.149697,8.1
the+incredibles+2004,28,1,22.220214,7.4
invasion+of+astro-monster+1965,10749,1,2.816293,6.2
bullfighter+and+the+lady+1951,18,0,0.410445,4.0
gladiator+2000,28,0,23.186667,7.9
breaking+away+1979,18,0,4.806374,7.4
my+neighbor+totoro+1988,14,0,13.507299,8.0
the+debt+1999,18,0,0.319215,6.5
the+music+man+2003,35,0,1.62656,3.5
wild+strawberries+1957,18,0,6.89416,7.9
six+by+sondheim+2013,99,0,1.718417,7.3
vampire+girl+vs.+frankenstein+girl+2009,35,0,1.27754,5.2
the+edge+of+the+world+1937,10749,0,0.354044,6.4
jos++pilar+2010,99,0,1.474159,7.6
capricorn+one+1977,18,0,10.719499,6.4
about+cherry+2012,18,0,5.46567,4.4
the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,12,1,18.13542,6.7
the+terrorizers+1986,18,0,0.730328,7.4
the+color+of+pomegranates+1969,18,0,1.635298,7.9
the+dark+knight+rises+2012,28,1,20.58258,7.6
the+thomas+crown+affair+1999,18,0,10.961226,6.7
uno+contro+laltro+praticamente+amici+1980,0,0,0.514834,7.2
nicht+alle+waren+mrder+2006,18,0,0.958706,4.0
lady+and+the+tramp+1955,10751,1,12.994387,6.9
ping+pong+playa+2007,35,0,0.841644,6.0
the+shawshank+redemption+1994,18,0,51.645403,8.5
two+women+1960,18,0,4.371898,7.6
the+perils+of+pauline+1967,0,0,0.462405,0.0
leon+the+professional+1994,53,0,20.477329,8.2
tristana+1970,18,0,7.530264,7.2
